council_key,year_start,financial_year,fesm_burned_ha_raster,fesm_burned_pct_raw_raster,fesm_high_extreme_ha,fesm_class0_ha,fesm_extent_only_ha,fesm_status,source_file,source_member,source_pixel_width_m,source_pixel_height_m,area_method,boundary_vintage,sensor,minimum_fire_size_ha_exclusive,fire_type,source_catalogue_created_utc,ex_ante_eligible_for_historical_forecast,physical_all_fire_zero_verified,raster_bbox_council_area_fraction,fesm_burned_ha_workbook,fesm_burned_pct_raw_workbook,raster_to_workbook_ha_ratio,zero_positive_agreement,decision
albury,2016,2016-17,0.0,0.0,0.0,30578.906299255315,0.0,verified_zero_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,0.9999999999999972,0.0,0.0,,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
ballina,2016,2016-17,450.66851211021026,0.9256466927730144,173.4862422391929,48235.74065907596,0.0,observed_positive_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,0.999999999999994,50.11,0.91,8.993584356619643,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
balranald,2016,2016-17,268.99810810649353,0.0124225986977278,118.89518519451168,2165127.2796081197,0.0,observed_positive_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,1.0000000000000024,29.91,0.02,8.993584356619643,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
bathurst,2016,2016-17,344.1844733278337,0.09031949777571,83.2805911422979,380731.6121419854,0.0,observed_positive_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,0.9999999999999964,38.27,0.09000000000000001,8.99358435661964,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
begavalley,2016,2016-17,0.0,0.0,0.0,629129.5555362673,0.0,verified_zero_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,1.0000000000000022,0.0,0.0,,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
bellingen,2016,2016-17,370.6256113362955,0.231448787547491,5.306214770405589,159763.02180527055,0.0,observed_positive_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,0.9999999999999984,41.2,0.23,8.995767265444064,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
berrigan,2016,2016-17,0.0,0.0,0.0,206584.2515167374,0.0,verified_zero_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,0.9999999999999912,0.0,0.0,,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
blacktown,2016,2016-17,0.0,0.0,0.0,23841.182706806576,0.0,verified_zero_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,1.0000000000000009,0.0,0.0,,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
bland,2016,2016-17,5272.938508286096,0.617253259130971,4230.851888884578,848983.3910919792,0.0,observed_positive_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,0.999999999999998,586.3,0.63,8.993584356619643,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
blayney,2016,2016-17,0.0,0.0,0.0,152183.3188453551,0.0,verified_zero_mapped_burn_within_source_scope,fesm_2016_vector.zip,Fire_FESM_2016_17/cvmsre_NSW_20162017_ag1l0.img,29.98932305260979,29.989287656951575,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2022-06-14T23:51:58.487122,False,False,0.9999999999999982,0.0,0.0,,True,Use raster pixel area; retain reported workbook area only as discrepant source evidence
