council_key,test_year,prior_year,event_year,operating_ratio_pct__prior,actual_future_operating_ratio,cash_cover_months__prior,current_ratio__prior,own_source_pct__prior,debt_service_cover__prior,maintenance_ratio_pct__prior,population__prior,road_km__prior,fesm_burned_ha__event,bushfire_declared_event_count__event,flood_declared_event_count__event,mean_change,persistence,ridge_change,ridge_level,training_mean,tree_change,tree_fiscal_only,tree_level,council_display_name,fesm_status,fesm_burned_pct_raw,bushfire_declaration_status,flood_declaration_status,all_declared_event_count,all_declaration_status,source_list_disagreement_count,open_ended_onset_event_count,boundary_compatibility,forecast_year,pre_period_operating_ratio,actual_change,training_mean_error,training_mean_absolute_error,persistence_error,persistence_absolute_error,mean_change_error,mean_change_absolute_error,tree_fiscal_only_error,tree_fiscal_only_absolute_error,tree_level_error,tree_level_absolute_error,tree_change_error,tree_change_absolute_error,ridge_level_error,ridge_level_absolute_error,ridge_change_error,ridge_change_absolute_error,tree_minus_persistence_absolute_error,ridge_minus_persistence_absolute_error,disaster_prediction_difference_B_minus_A,disaster_absolute_error_gain_A_minus_B,case_group,abs_movement,cause_identifiable_from_csv
warren,2022,2020,2021,32.79,32.93,10.17,5.29,30.68,100.12,136.99367088607596,2716.0,1323.96,0.0,0,2,29.465679012345678,32.79,21.038060749790848,19.389969488447854,-1.0040329218106996,32.0616,9.185714285714287,9.185714285714287,Warren,verified_zero_mapped_burn_within_source_scope,0,no_listed_event_onset_not_physical_zero,listed_event_onset,2,listed_event_onset,0.0,2.0,entity_name_compatible_polygon_vintage_not_verified,2022-23,32.79,0.14000000000000057,-33.9340329218107,33.9340329218107,-0.14000000000000057,0.14000000000000057,-3.4643209876543217,3.4643209876543217,-23.744285714285713,23.744285714285713,-23.744285714285713,23.744285714285713,-0.8684000000000012,0.8684000000000012,-13.540030511552146,13.540030511552146,-11.891939250209152,11.891939250209152,23.604285714285712,13.400030511552146,0.0,0.0,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
warren,2021,2019,2020,22.46,27.11,16.08,3.98,44.9,68.11,132.7524893314367,2697.0,1323.96,529.21,0,1,19.15520661157025,22.46,12.80612034436052,5.967115296969785,-0.4249586776859504,21.202380952380953,6.330740740740742,6.330740740740739,Warren,mapped_burn_positive,0.05,no_listed_event_onset_not_physical_zero,listed_event_onset,2,listed_event_onset,0.0,2.0,entity_name_compatible_polygon_vintage_not_verified,2021-22,22.46,4.649999999999999,-27.53495867768595,27.53495867768595,-4.649999999999999,4.649999999999999,-7.954793388429749,7.954793388429749,-20.779259259259256,20.779259259259256,-20.779259259259263,20.779259259259263,-5.907619047619047,5.907619047619047,-21.142884703030212,21.142884703030212,-14.303879655639479,14.303879655639479,16.129259259259264,16.492884703030214,-3.552713678800501e-15,-7.105427357601002e-15,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
bathurst,2021,2019,2020,-21.84,-20.8,7.81,0.95,71.37,1.05,159.3585115245765,43618.0,1357.0,0.0,0,1,-25.144793388429754,-21.84,-14.561703606311795,-7.967908800505352,-0.4249586776859504,-17.7245,-7.816666666666667,-7.816666666666667,Bathurst Regional,verified_zero_mapped_burn_within_source_scope,0,no_listed_event_onset_not_physical_zero,listed_event_onset,1,listed_event_onset,0.0,1.0,entity_name_compatible_polygon_vintage_not_verified,2021-22,-21.84,1.0399999999999991,20.37504132231405,20.37504132231405,-1.0399999999999991,1.0399999999999991,-4.344793388429753,4.344793388429753,12.983333333333334,12.983333333333334,12.983333333333334,12.983333333333334,3.0755000000000017,3.0755000000000017,12.832091199494648,12.832091199494648,6.238296393688206,6.238296393688206,11.943333333333335,11.79209119949465,0.0,0.0,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
warren,2023,2021,2022,27.11,24.73,11.3783,5.8745,34.27,38.593,151.57894736842104,2586.0,1323.9620000000002,317.63,1,2,25.571689373297,27.11,19.53976387971889,13.43088166725547,-0.1746049046321525,15.032500000000002,12.813999999999998,12.813999999999998,Warren,mapped_burn_positive,0.02,listed_event_onset,listed_event_onset,3,listed_event_onset,0.0,3.0,entity_name_compatible_polygon_vintage_not_verified,2023-24,27.11,-2.379999999999999,-24.90460490463215,24.90460490463215,2.379999999999999,2.379999999999999,0.841689373297001,0.841689373297001,-11.916000000000002,11.916000000000002,-11.916000000000002,11.916000000000002,-9.697499999999998,9.697499999999998,-11.29911833274453,11.29911833274453,-5.19023612028111,5.19023612028111,9.536000000000003,8.919118332744532,0.0,0.0,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
carrathool,2023,2021,2022,23.98,23.14,17.6636,10.5759,27.17,17.0578,154.9491211840888,2871.0,2610.55,231.23,0,2,22.441689373297002,23.98,17.56415065758656,12.691562574657636,-0.1746049046321525,11.902500000000003,12.813999999999998,12.813999999999998,Carrathool,mapped_burn_positive,0.01,no_listed_event_onset_not_physical_zero,listed_event_onset,2,listed_event_onset,0.0,2.0,entity_name_compatible_polygon_vintage_not_verified,2023-24,23.98,-0.8399999999999999,-23.31460490463215,23.31460490463215,0.8399999999999999,0.8399999999999999,-0.6983106267029981,0.6983106267029981,-10.326000000000002,10.326000000000002,-10.326000000000002,10.326000000000002,-11.237499999999997,11.237499999999997,-10.448437425342364,10.448437425342364,-5.575849342413441,5.575849342413441,9.486000000000002,9.608437425342364,0.0,0.0,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
gunnedah,2022,2020,2021,7.99,9.56,20.62,2.17,55.13,12.06,87.34961286480048,12690.0,1469.65,0.0,0,1,4.665679012345679,7.99,0.5305288160954049,0.23685316893015562,-1.0040329218106996,2.2679569892473133,-1.0130188679245287,-1.013018867924528,Gunnedah,verified_zero_mapped_burn_within_source_scope,0,no_listed_event_onset_not_physical_zero,listed_event_onset,1,listed_event_onset,0.0,1.0,entity_name_compatible_polygon_vintage_not_verified,2022-23,7.99,1.5700000000000003,-10.5640329218107,10.5640329218107,-1.5700000000000003,1.5700000000000003,-4.894320987654321,4.894320987654321,-10.57301886792453,10.57301886792453,-10.573018867924528,10.573018867924528,-7.292043010752687,7.292043010752687,-9.323146831069845,9.323146831069845,-9.029471183904596,9.029471183904596,9.003018867924528,7.753146831069845,6.661338147750939e-16,1.7763568394002505e-15,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
dungog,2023,2021,2022,-23.44,-25.82,15.0435,2.245,37.6,2.6009,72.18771566597654,9525.0,730.76,0.0,0,0,-24.978310626703,-23.44,-15.168004858750386,-9.89607309762855,-0.1746049046321525,-16.092812500000004,-14.816363636363638,-14.816363636363635,Dungog,verified_zero_mapped_burn_within_source_scope,0,no_listed_event_onset_not_physical_zero,no_listed_event_onset_not_physical_zero,0,no_listed_event_onset_not_physical_zero,0.0,0.0,entity_name_compatible_polygon_vintage_not_verified,2023-24,-23.44,-2.379999999999999,25.64539509536785,25.64539509536785,2.379999999999999,2.379999999999999,0.841689373297001,0.841689373297001,11.003636363636362,11.003636363636362,11.003636363636366,11.003636363636366,9.727187499999996,9.727187499999996,15.92392690237145,15.92392690237145,10.651995141249614,10.651995141249614,8.623636363636367,13.543926902371451,3.552713678800501e-15,-3.552713678800501e-15,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
kyogle,2022,2020,2021,7.05,14.26,9.18,5.2,44.07,10.27,112.50746863174666,8788.0,1206.5300000000002,149.48,0,2,3.7256790123456787,7.05,5.157184408042136,4.657380019358332,-1.0040329218106996,6.3216,-1.0130188679245287,-1.013018867924528,Kyogle,mapped_burn_positive,0.04,no_listed_event_onset_not_physical_zero,listed_event_onset,2,listed_event_onset,0.0,2.0,entity_name_compatible_polygon_vintage_not_verified,2022-23,7.05,7.21,-15.2640329218107,15.2640329218107,-7.21,7.21,-10.534320987654322,10.534320987654322,-15.27301886792453,15.27301886792453,-15.273018867924527,15.273018867924527,-7.9384,7.9384,-9.602619980641668,9.602619980641668,-9.102815591957864,9.102815591957864,8.063018867924526,2.392619980641668,6.661338147750939e-16,1.7763568394002505e-15,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
tweed,2022,2020,2021,6.98,9.9,23.08,0.8,74.02,1.9,98.8988643339472,98382.0,1252.9,0.0,0,1,3.6556790123456793,6.98,-1.9914579691359577,-2.152386541687009,-1.0040329218106996,1.2579569892473135,-1.0130188679245287,-1.013018867924528,Tweed,verified_zero_mapped_burn_within_source_scope,0,no_listed_event_onset_not_physical_zero,listed_event_onset,1,listed_event_onset,0.0,1.0,entity_name_compatible_polygon_vintage_not_verified,2022-23,6.98,2.92,-10.9040329218107,10.9040329218107,-2.92,2.92,-6.244320987654321,6.244320987654321,-10.91301886792453,10.91301886792453,-10.913018867924528,10.913018867924528,-8.642043010752687,8.642043010752687,-12.05238654168701,12.05238654168701,-11.891457969135958,11.891457969135958,7.993018867924528,9.13238654168701,6.661338147750939e-16,1.7763568394002505e-15,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
hills,2022,2020,2021,6.89,14.08,44.97,3.94,48.94,126.97,163.4928298971561,183791.0,1008.6999999999998,0.0,0,2,3.5656790123456785,6.89,0.27542947203905843,0.29929394837822865,-1.0040329218106996,6.1616,-1.0130188679245287,-1.013018867924528,Hills,verified_zero_mapped_burn_within_source_scope,0,no_listed_event_onset_not_physical_zero,listed_event_onset,2,listed_event_onset,0.0,2.0,entity_name_compatible_polygon_vintage_not_verified,2022-23,6.89,7.19,-15.0840329218107,15.0840329218107,-7.19,7.19,-10.514320987654322,10.514320987654322,-15.09301886792453,15.09301886792453,-15.093018867924528,15.093018867924528,-7.9184,7.9184,-13.780706051621772,13.780706051621772,-13.80457052796094,13.80457052796094,7.903018867924527,6.590706051621772,6.661338147750939e-16,1.7763568394002505e-15,tree_worst_relative_to_persistence,,No: inspect underlying accounts; ratios and exposure alone do not identify cause.
